iter	Accuracy	Logloss
187	0.9932065217	0.04022014829
188	0.9932065217	0.03987810272
189	0.9932065217	0.03968664789
190	0.9932065217	0.03944278283
191	0.9932065217	0.0392579456
192	0.9932065217	0.03906569219
193	0.9945652174	0.03886958767
194	0.9932065217	0.03857546442
195	0.9932065217	0.03839694811
196	0.9945652174	0.03825717447
197	0.9945652174	0.03793658511
198	0.9945652174	0.03772836096
199	0.9945652174	0.03744236019
200	0.995923913	0.03719390759
201	0.995923913	0.03696665068
202	0.995923913	0.03671621273
203	0.995923913	0.0365484026
204	0.995923913	0.03622578012
205	0.995923913	0.03602606371
206	0.995923913	0.03569885532
207	0.995923913	0.03544241061
208	0.995923913	0.0352501493
209	0.995923913	0.03499477042
210	0.995923913	0.03468693263
211	0.995923913	0.03450722224
212	0.995923913	0.03434119452
213	0.995923913	0.03412730166
214	0.995923913	0.03391777449
215	0.995923913	0.03366547032
216	0.995923913	0.03354188418
217	0.995923913	0.03346689262
218	0.995923913	0.03331398137
219	0.995923913	0.03307789346
220	0.995923913	0.03294543948
221	0.995923913	0.03280680524
222	0.995923913	0.03259623618
223	0.995923913	0.03250876016
224	0.995923913	0.03231909184
225	0.995923913	0.03210429777
226	0.995923913	0.03191480146
227	0.995923913	0.03177636924
228	0.995923913	0.03165624209
229	0.995923913	0.03138578266
230	0.995923913	0.03123253273
231	0.995923913	0.0309993263
232	0.9972826087	0.03086325926
233	0.9986413043	0.03066150591
234	0.9972826087	0.03057177391
235	0.9972826087	0.03043710248
236	0.9986413043	0.03028188211
237	0.9986413043	0.03018056933
238	0.9986413043	0.02995273545
239	0.9986413043	0.02980132355
240	0.9986413043	0.02968383099
241	0.9986413043	0.02937935901
242	0.9986413043	0.02917844089
243	0.9986413043	0.02894016885
244	0.9986413043	0.0287433426
245	0.9986413043	0.02862037011
246	0.9986413043	0.02853943575
247	0.9986413043	0.02840586075
248	0.9986413043	0.02834576001
249	0.9986413043	0.02818215172
250	0.9986413043	0.02797678691
251	0.9986413043	0.02780483156
252	0.9986413043	0.02762884137
253	0.9986413043	0.02755020115
254	0.9986413043	0.02739070411
255	0.9986413043	0.02731752691
256	0.9986413043	0.02718388504
257	0.9986413043	0.02695496611
258	0.9986413043	0.02680257314
259	0.9986413043	0.02662519463
260	0.9986413043	0.02649726095
261	0.9986413043	0.02636688651
262	0.9986413043	0.02618488557
263	0.9986413043	0.02598228517
264	0.9986413043	0.02573238119
265	0.9986413043	0.02559527919
266	0.9986413043	0.02548024801
267	0.9986413043	0.02535537346
268	0.9986413043	0.02519194153
269	0.9986413043	0.02505392321
270	0.9986413043	0.02491094054
271	0.9986413043	0.02480899005
272	0.9986413043	0.02476999764
273	0.9986413043	0.02466995686
274	0.9986413043	0.02451959467
275	0.9986413043	0.024352111
276	0.9986413043	0.0242338371
277	0.9986413043	0.02412923274
278	0.9986413043	0.02396581954
279	0.9986413043	0.02376720177
280	0.9986413043	0.02364017357
281	0.9986413043	0.02349361307
282	0.9986413043	0.02339549857
283	0.9986413043	0.02331124218
284	0.9986413043	0.02305767006
285	0.9986413043	0.02293499629
286	0.9986413043	0.02269460988
287	0.9986413043	0.02263283203
288	0.9986413043	0.02245822663
289	0.9986413043	0.02233549574
290	0.9986413043	0.02209915875
291	0.9986413043	0.02198714081
292	0.9986413043	0.02181604359
293	0.9986413043	0.0217088787
294	0.9986413043	0.02161632794
295	0.9986413043	0.02155435181
296	0.9986413043	0.02148119615
297	0.9986413043	0.02127974627
298	0.9986413043	0.02120800233
299	0.9986413043	0.02111277831
300	0.9986413043	0.02098175161
301	0.9986413043	0.02088639302
302	0.9986413043	0.02073183792
303	0.9986413043	0.0206488283
304	0.9986413043	0.02055064619
305	0.9986413043	0.02049656727
306	0.9986413043	0.02029696617
307	0.9986413043	0.02020447962
308	0.9986413043	0.02011688496
309	0.9986413043	0.02003309692
310	0.9986413043	0.01999399377
311	0.9986413043	0.01985893694
312	0.9986413043	0.01972385028
313	0.9986413043	0.01951787527
314	0.9986413043	0.01942139584
315	0.9986413043	0.01929856158
316	0.9986413043	0.01923847509
317	0.9986413043	0.01913788996
318	0.9986413043	0.01905216339
319	0.9986413043	0.01894338738
320	0.9986413043	0.01886774518
321	0.9986413043	0.0187695232
322	0.9986413043	0.01868673193
323	0.9986413043	0.01860886831
324	0.9986413043	0.01854524931
325	0.9986413043	0.0184705679
326	0.9986413043	0.01832160279
327	0.9986413043	0.01819188583
328	0.9986413043	0.01809556123
329	0.9986413043	0.01804189214
330	0.9986413043	0.01797058885
331	0.9986413043	0.01786705339
332	0.9986413043	0.01780331598
333	0.9986413043	0.01776547819
334	0.9986413043	0.01767526058
335	0.9986413043	0.01760545133
336	0.9986413043	0.01747407405
337	0.9986413043	0.01734144293
338	0.9986413043	0.01728296792
339	0.9986413043	0.01717449996
340	0.9986413043	0.01709867675
341	0.9986413043	0.01702524732
342	0.9986413043	0.0169560906
343	0.9986413043	0.01689014995
344	0.9986413043	0.01674724516
345	0.9986413043	0.01664986847
346	0.9986413043	0.01657030843
347	0.9986413043	0.01647680693
348	0.9986413043	0.0164122528
349	0.9986413043	0.01635030899
350	0.9986413043	0.01619675594
351	0.9986413043	0.01610219943
352	1	0.01605166099
353	1	0.0160090621
354	1	0.01594624125
355	1	0.01589069469
356	1	0.0158571947
357	1	0.01580434223
358	1	0.01566016345
359	1	0.01560189456
360	1	0.01553586221
361	1	0.01546152672
362	1	0.0153845354
363	1	0.01527704623
364	1	0.01521299375
365	1	0.01512848581
366	1	0.01506869295
367	1	0.01502508134
368	1	0.01496703066
369	1	0.01490636076
370	1	0.01482732794
371	1	0.01471404553
372	1	0.01465932924
373	1	0.01453023282
374	1	0.01447389401
375	1	0.01441910601
376	1	0.01437784094
377	1	0.01433767864
378	1	0.01428505446
379	1	0.01422796593
380	1	0.01416931404
381	1	0.01411130174
382	1	0.01404732908
383	1	0.01400725469
384	1	0.01394574023
385	1	0.01387739957
386	1	0.01382214132
387	1	0.01377274684
388	1	0.01367479171
389	1	0.01362711954
390	1	0.0135934987
391	1	0.01354641609
392	1	0.01346535291
393	1	0.01341217967
394	1	0.01336326961
395	1	0.01331214967
396	1	0.01326743344
397	1	0.01321709103
398	1	0.01316768979
399	1	0.01313582467
400	1	0.01310949238
401	1	0.01305569076
402	1	0.013008792
403	1	0.01295326738
404	1	0.01290817996
405	1	0.01286867009
406	1	0.01280906337
407	1	0.01277684394
408	1	0.01274355065
409	1	0.01270251878
410	1	0.01264531424
411	1	0.01260308826
412	1	0.01256378704
413	1	0.01254221537
414	1	0.01248731112
415	1	0.01240997167
416	1	0.01237298118
417	1	0.01230752869
418	1	0.01226788323
419	1	0.01223621169
420	1	0.01218118669
421	1	0.01214388503
422	1	0.01211798278
423	1	0.01207323509
424	1	0.01203861884
425	1	0.01196552357
426	1	0.01193090601
427	1	0.01189752708
428	1	0.0118271635
429	1	0.01178346834
430	1	0.01174371658
431	1	0.01171432065
432	1	0.01168206181
433	1	0.01163447058
434	1	0.01161147422
435	1	0.01156643867
436	1	0.01153600029
437	1	0.01150150395
438	1	0.01146248694
439	1	0.01141787411
440	1	0.01136724179
441	1	0.01132822072
442	1	0.01130183107
443	1	0.01128173254
444	1	0.01123640786
445	1	0.01119168704
446	1	0.01116043481
447	1	0.01110816696
448	1	0.01108462233
449	1	0.01105235308
450	1	0.01102556634
451	1	0.01099593223
452	1	0.01092073708
453	1	0.01087998547
454	1	0.01083941328
455	1	0.01083078289
456	1	0.01080880606
457	1	0.01077902116
458	1	0.0107473272
459	1	0.0107211043
460	1	0.01069402537
461	1	0.01066355177
462	1	0.01063727792
463	1	0.01058703752
464	1	0.0105697203
465	1	0.01054223388
466	1	0.01051332032
467	1	0.01048821009
468	1	0.01046020172
469	1	0.01038077882
470	1	0.01035650713
471	1	0.0103266369
472	1	0.01029923945
473	1	0.01023092331
474	1	0.01016607206
475	1	0.01013833441
476	1	0.01009247609
477	1	0.01005601465
478	1	0.01003318018
479	1	0.01000446041
480	1	0.009980483804
481	1	0.009925814003
482	1	0.009892838316
483	1	0.009850666238
484	1	0.009825834421
485	1	0.009795704304
486	1	0.009770936142
487	1	0.009709427661
488	1	0.009692054124
489	1	0.009657458404
490	1	0.009630978767
491	1	0.009608768507
492	1	0.009587125678
493	1	0.009567686123
494	1	0.009557389451
495	1	0.009534352319
496	1	0.009503638064
497	1	0.009480364984
498	1	0.009450440809
499	1	0.009425317537
500	1	0.009399617755
501	1	0.009375151777
502	1	0.009358389618
503	1	0.00934452702
504	1	0.009309324608
505	1	0.009281240332
506	1	0.009218018296
507	1	0.009197511546
508	1	0.009177521078
509	1	0.009158231186
510	1	0.009139845782
511	1	0.009124744343
512	1	0.009111884499
513	1	0.009078541423
514	1	0.009052974661
515	1	0.009040957358
516	1	0.009028581767
517	1	0.009009695528
518	1	0.008991284426
519	1	0.008968550482
520	1	0.008931387901
521	1	0.008893338218
522	1	0.008873072039
523	1	0.008859043299
524	1	0.00884098014
525	1	0.008822855023
526	1	0.008805198268
527	1	0.008778989997
528	1	0.008755531915
529	1	0.008733047966
530	1	0.008721764008
531	1	0.008710974348
532	1	0.008645456422
533	1	0.008618365562
534	1	0.008582400025
535	1	0.008566991617
536	1	0.008532363769
537	1	0.008522071865
538	1	0.008471118355
539	1	0.008461208896
540	1	0.008450855465
541	1	0.008440084408
542	1	0.008396305845
543	1	0.008370587064
544	1	0.008353543955
545	1	0.008325241836
546	1	0.008310794205
547	1	0.008281586458
548	1	0.008266475404
549	1	0.008240596393
550	1	0.008214330121
551	1	0.008186145411
552	1	0.008170281861
553	1	0.008151102078
554	1	0.008118353547
555	1	0.008105407438
556	1	0.008078781484
557	1	0.008062960479
558	1	0.008051276932
559	1	0.008031700732
560	1	0.008016724691
561	1	0.007971845816
562	1	0.007946714212
563	1	0.007933879542
564	1	0.007915323939
565	1	0.007901610348
566	1	0.007885873413
567	1	0.007856840236
568	1	0.007837126776
569	1	0.007822731136
570	1	0.007808670694
571	1	0.007800128572
572	1	0.007781323884
573	1	0.007756928805
574	1	0.007742805752
575	1	0.007726260655
576	1	0.007712707395
577	1	0.007669573637
578	1	0.007656149066
579	1	0.007634010468
580	1	0.007614489821
581	1	0.00758013952
582	1	0.007536456662
583	1	0.007523394559
584	1	0.007510629459
585	1	0.007493539001
586	1	0.007475654852
587	1	0.007443524927
588	1	0.007424185826
589	1	0.007401525008
590	1	0.007386544733
591	1	0.00737191256
592	1	0.007350520247
593	1	0.007328850624
594	1	0.007309987437
595	1	0.00729716575
596	1	0.007283333818
597	1	0.007257900628
598	1	0.007237690569
599	1	0.007218430556
600	1	0.007197962816
601	1	0.007177060253
602	1	0.007165834294
603	1	0.007145834022
604	1	0.007140217804
605	1	0.007115534084
606	1	0.007102995184
607	1	0.007085155902
608	1	0.007070862204
609	1	0.007053573243
610	1	0.007029911257
611	1	0.007016304054
612	1	0.007004368863
613	1	0.006993053363
614	1	0.006976835713
615	1	0.006963379765
616	1	0.006945777953
617	1	0.00692881379
618	1	0.006893359601
619	1	0.006878520195
620	1	0.006860128199
621	1	0.006842209538
622	1	0.006804631381
623	1	0.006786761321
624	1	0.006770394197
625	1	0.006749714337
626	1	0.006743131407
627	1	0.006735941582
628	1	0.006727740391
629	1	0.006709462707
630	1	0.006698810631
631	1	0.006690779974
632	1	0.006675090425
633	1	0.006661021838
634	1	0.006647553393
635	1	0.006634389084
636	1	0.006614586479
637	1	0.006583532499
638	1	0.006574970076
639	1	0.006559692664
640	1	0.00654448381
641	1	0.006529605087
642	1	0.006517581894
643	1	0.006483111315
644	1	0.006470578445
645	1	0.006454559423
646	1	0.006444831901
647	1	0.006419799444
648	1	0.006410288174
649	1	0.006401577547
650	1	0.006392310349
651	1	0.006378266943
652	1	0.006367867079
653	1	0.006354098905
654	1	0.006348398488
655	1	0.006335017131
656	1	0.006326738351
657	1	0.006311650964
658	1	0.006303374867
659	1	0.006288891846
660	1	0.006280030576
661	1	0.00626806619
662	1	0.006255123097
663	1	0.006242503125
664	1	0.006234169282
665	1	0.006204786217
666	1	0.006173140801
667	1	0.006166478784
668	1	0.006158018609
669	1	0.006147637907
670	1	0.006133956843
671	1	0.006127078575
672	1	0.006114499314
673	1	0.006106248342
674	1	0.006093447481
675	1	0.006081200564
676	1	0.006062874033
677	1	0.006049944539
678	1	0.006043147236
679	1	0.006028865581
680	1	0.006019709231
681	1	0.00600647139
682	1	0.005978340348
683	1	0.00596673662
684	1	0.005959065122
685	1	0.005932405287
686	1	0.005924859549
687	1	0.005919602857
688	1	0.005913506963
689	1	0.005905783043
690	1	0.005887337125
691	1	0.005881241675
692	1	0.005869952799
693	1	0.005862721855
694	1	0.005846297529
695	1	0.005820874935
696	1	0.005813788572
697	1	0.005803636489
698	1	0.005778961621
699	1	0.005768869576
700	1	0.005759164589
701	1	0.005747909977
702	1	0.005742292298
703	1	0.005730891389
704	1	0.00571070466
705	1	0.005703967711
706	1	0.005686948063
707	1	0.005676346956
708	1	0.005661759492
709	1	0.005654714055
710	1	0.005644430435
711	1	0.005629252414
712	1	0.005615578001
713	1	0.005609137801
714	1	0.005583489011
715	1	0.005578122147
716	1	0.005558838857
717	1	0.005553764399
718	1	0.005543072595
719	1	0.005531642579
720	1	0.005519120289
721	1	0.005505060949
722	1	0.005500715367
723	1	0.005494427578
724	1	0.005484289365
725	1	0.005473976483
726	1	0.005467939881
727	1	0.005458494727
728	1	0.00545397729
729	1	0.005439974645
730	1	0.005434057137
731	1	0.005422451363
732	1	0.005415056296
733	1	0.005404912414
734	1	0.005395107708
735	1	0.005383085138
736	1	0.005378757198
737	1	0.005368135365
738	1	0.005358088929
739	1	0.005353981024
740	1	0.005344145828
741	1	0.005334819052
742	1	0.005312778476
743	1	0.005306742706
744	1	0.005285336896
745	1	0.005279752188
746	1	0.005268260791
747	1	0.005250642283
748	1	0.005239373768
749	1	0.005235351639
750	1	0.005214961925
751	1	0.00520310879
752	1	0.005198450586
753	1	0.005191961655
754	1	0.005182881442
755	1	0.005174024448
756	1	0.005164302924
757	1	0.005153074829
758	1	0.005149268752
759	1	0.005141395179
760	1	0.00512871688
761	1	0.005120136901
762	1	0.005111315316
763	1	0.005106063055
764	1	0.005102331217
765	1	0.005093116638
766	1	0.005087969038
767	1	0.005079495437
768	1	0.00505659237
769	1	0.00504591111
770	1	0.005036525676
771	1	0.005027356689
772	1	0.00501763876
773	1	0.005006197643
774	1	0.004997948548
775	1	0.004990246352
776	1	0.00498136858
777	1	0.00496963124
778	1	0.004958178959
779	1	0.004953259609
780	1	0.004949697477
781	1	0.004929014431
782	1	0.004920911354
783	1	0.004913448001
784	1	0.004905776345
785	1	0.004898771304
786	1	0.0048909693
787	1	0.004880719851
788	1	0.004865492421
789	1	0.004848693794
790	1	0.004844700668
791	1	0.004836441907
792	1	0.004828104878
793	1	0.004820726593
794	1	0.004812727021
795	1	0.004809240803
796	1	0.004795314843
797	1	0.004787454209
798	1	0.00477461553
799	1	0.004770250792
800	1	0.004763806277
801	1	0.004756105361
802	1	0.00474699287
803	1	0.00474011716
804	1	0.004720123106
805	1	0.004711734491
806	1	0.00470233507
807	1	0.004693102532
808	1	0.004693085805
809	1	0.004684080121
810	1	0.004674775611
811	1	0.004665655206
812	1	0.004663074829
813	1	0.004651739342
814	1	0.00464851532
815	1	0.004645221244
816	1	0.004645203158
817	1	0.004638677278
818	1	0.004631492185
819	1	0.004625091572
820	1	0.004605860969
821	1	0.004598585424
822	1	0.004591353162
823	1	0.00458862319
824	1	0.004581702378
825	1	0.004572352658
826	1	0.004565907388
827	1	0.004559509824
828	1	0.004552394357
829	1	0.004552362552
830	1	0.004545348954
831	1	0.004534964127
832	1	0.004531475683
833	1	0.004523278442
834	1	0.004512068736
835	1	0.004512064468
836	1	0.004505191335
837	1	0.004496599415
838	1	0.0044907918
839	1	0.004490789689
840	1	0.004487843104
841	1	0.0044800781
842	1	0.004474361248
843	1	0.004465229956
844	1	0.004451419489
845	1	0.004444187603
846	1	0.004424001896
847	1	0.004418106905
848	1	0.00441260088
849	1	0.004403925162
850	1	0.004397431924
851	1	0.004389069854
852	1	0.004381455127
853	1	0.004372198423
854	1	0.004365703751
855	1	0.004354654593
856	1	0.004346332208
857	1	0.00434180263
858	1	0.004332470533
859	1	0.004327107427
860	1	0.004311934331
861	1	0.004302357877
862	1	0.004292192641
863	1	0.004282928164
864	1	0.004275592443
865	1	0.0042697459
866	1	0.004254494386
867	1	0.004244811502
868	1	0.004239129937
869	1	0.004231239545
870	1	0.004219400531
871	1	0.00421154496
872	1	0.004202746167
873	1	0.004197793175
874	1	0.004189207643
875	1	0.004181548655
876	1	0.004173448803
877	1	0.004168015538
878	1	0.004162019749
879	1	0.004153813864
880	1	0.004148297744
881	1	0.004142322178
882	1	0.004137456246
883	1	0.004131509659
884	1	0.004121623236
885	1	0.004116205596
886	1	0.004110424952
887	1	0.004102063506
888	1	0.004086644128
889	1	0.004075652358
890	1	0.004068599911
891	1	0.004060772519
892	1	0.004056389729
893	1	0.00404841482
894	1	0.004044533196
895	1	0.00403485498
896	1	0.004026300507
897	1	0.004019947826
898	1	0.004014429709
899	1	0.004003621415
900	1	0.003992251139
901	1	0.003987725553
902	1	0.003983263372
903	1	0.003975832356
904	1	0.003960250033
905	1	0.00395177073
906	1	0.003944025283
907	1	0.003934750288
908	1	0.003928824724
909	1	0.003923320035
910	1	0.003923315701
911	1	0.003914944885
912	1	0.003913570271
913	1	0.003900583072
914	1	0.003892995291
915	1	0.003892989537
916	1	0.00388593054
917	1	0.00387731109
918	1	0.003869310062
919	1	0.003863758379
920	1	0.003849415808
921	1	0.003845158234
922	1	0.003841279264
923	1	0.003833240691
924	1	0.003827896767
925	1	0.003822090025
926	1	0.003814515158
927	1	0.003806919941
928	1	0.003799885004
929	1	0.003791224976
930	1	0.003786136553
931	1	0.003771068794
932	1	0.003765961257
933	1	0.003759440396
934	1	0.003753224541
935	1	0.003748499336
936	1	0.003735474354
937	1	0.003728249958
938	1	0.003722966542
939	1	0.003717962789
940	1	0.003710839437
941	1	0.003703854088
942	1	0.003692762256
943	1	0.003687923034
944	1	0.003682134546
945	1	0.003676506078
946	1	0.003671771681
947	1	0.003667115938
948	1	0.003660554549
949	1	0.003655096075
950	1	0.003648369905
951	1	0.003643060312
952	1	0.003638503043
953	1	0.003634019954
954	1	0.003630137847
955	1	0.003624978482
956	1	0.003619952077
957	1	0.003615246103
958	1	0.003611909909
959	1	0.00360746492
960	1	0.003607445116
961	1	0.003604538212
962	1	0.00360167055
963	1	0.003598841115
964	1	0.003595100772
965	1	0.003590817702
966	1	0.003586490514
967	1	0.003582783156
968	1	0.003578537219
969	1	0.00357590964
970	1	0.003570928048
971	1	0.003563037295
972	1	0.003558454429
973	1	0.0035466794
974	1	0.00354255862
975	1	0.00353721897
976	1	0.003532444335
977	1	0.003529262572
978	1	0.003526733079
979	1	0.00352423266
980	1	0.003519415856
981	1	0.003511813993
982	1	0.003504603522
983	1	0.003500575872
984	1	0.003500573883
985	1	0.003498152953
986	1	0.003491928664
987	1	0.003489546767
988	1	0.003477891865
989	1	0.003471664657
990	1	0.003465846375
991	1	0.003455497744
992	1	0.003455473212
993	1	0.003451156902
994	1	0.003446582334
995	1	0.003440613837
996	1	0.003437152931
997	1	0.003431362343
998	1	0.003424299679
999	1	0.003423573426
